host_since,host_listings_count,host_identity_verified,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,beds,amenities,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,instant_bookable,bathroom_type,bathroom,smoke_alarm,oven,patio_balcony,fire_extinguisher,shower_gel,amenities_category
2017-03-24,3.0,True,True,ΚΟΛΩΝΑΚΙ,37.97902,23.74332,Entire home/apt,4,2.0,49,50.47,2,30,13,73,1.72,False,private,1.0,0,0,0,0,0,high
2016-04-04,44.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.99049,23.75747,Entire home/apt,2,1.0,31,41.2,2,30,329,9,0.29,True,private,1.0,0,0,0,0,0,medium
2016-04-19,1.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98721,23.72461,Entire home/apt,3,1.0,40,33.99,2,1125,0,98,1.96,True,private,1.0,0,0,0,0,0,high
2017-07-19,1.0,True,True,ΘΗΣΕΙΟ,37.97579,23.71979,Entire home/apt,4,3.0,33,46.35,1,1125,304,52,1.04,True,private,1.0,0,0,0,0,0,medium
2017-01-20,2.0,False,True,ΠΕΤΡΑΛΩΝΑ,37.9702,23.71232,Private room,2,1.0,22,30.900000000000002,1,100,0,281,5.49,True,private,1.0,0,0,0,0,0,low
2016-08-25,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97148,23.730220000000003,Entire home/apt,3,1.0,29,55.620000000000005,2,1125,241,291,5.8,True,private,1.0,0,0,0,0,0,medium
2014-07-18,1.0,True,False,ΛΥΚΑΒΗΤΤΟΣ,37.98293,23.75108,Entire home/apt,2,1.0,39,103.0,1,1125,365,1,0.39,False,private,1.5,0,0,0,0,0,high
2016-05-04,10.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98698,23.74146,Entire home/apt,6,3.0,31,28.84,1,1125,0,45,1.4,True,private,1.5,0,0,0,0,0,medium
2016-03-22,1.0,True,False,ΛΥΚΑΒΗΤΤΟΣ,37.98302,23.74034,Entire home/apt,4,3.0,10,51.5,5,1125,88,0,0.0,False,private,1.0,0,0,0,0,0,low
2016-07-28,1.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99859,23.72836,Entire home/apt,2,1.0,30,27.810000000000002,1,1125,165,144,2.89,True,private,1.0,0,0,0,0,0,medium
2017-07-24,1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9926,23.72908,Private room,2,1.0,15,41.2,1,1125,0,0,0.0,False,shared,1.0,0,0,0,0,0,low
2011-05-29,9.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99357,23.72897,Entire home/apt,9,9.0,16,70.04,2,1125,363,12,0.25,True,private,1.5,0,0,0,0,0,low
2017-07-12,1.0,False,False,ΠΕΤΡΑΛΩΝΑ,37.96735,23.70729,Private room,2,1.0,28,20.6,1,1,298,0,0.0,True,shared,1.0,0,0,0,0,0,medium
2017-04-28,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97856,23.72462,Entire home/apt,3,1.0,45,79.31,2,1125,346,109,2.22,False,private,1.0,0,0,0,0,0,high
2015-11-10,2.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99648,23.72735,Entire home/apt,4,1.0,22,23.69,2,1125,143,50,1.03,False,private,1.0,0,0,0,0,0,low
2011-04-06,2.0,True,False,ΑΚΡΟΠΟΛΗ,37.96753,23.72387,Entire home/apt,5,4.0,11,154.5,6,14,83,0,0.0,False,private,1.0,0,0,0,0,0,low
2014-02-03,12.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00277,23.72504,Entire home/apt,2,2.0,27,37.08,2,1125,279,111,2.24,True,private,1.0,0,0,0,0,0,medium
2017-05-02,1.0,False,False,ΠΕΤΡΑΛΩΝΑ,37.96477,23.71007,Entire home/apt,2,1.0,11,30.900000000000002,1,1125,54,1,0.51,True,private,1.0,0,0,0,0,0,low
2012-01-18,272.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96555,23.72342,Entire home/apt,5,3.0,27,72.10000000000001,1,1125,341,84,1.92,True,private,1.0,0,0,0,0,0,medium
2017-05-05,220.0,True,False,ΚΟΛΩΝΑΚΙ,37.97965,23.73808,Entire home/apt,2,1.0,26,65.92,1,1125,358,21,0.59,True,private,1.0,0,0,0,0,0,low
2017-07-26,1.0,True,False,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96161,23.7379,Entire home/apt,4,2.0,25,30.900000000000002,2,30,174,67,1.35,True,private,1.0,0,0,0,0,0,low
2017-05-05,220.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97909,23.7359,Entire home/apt,4,2.0,27,56.65,1,1125,364,55,1.4,True,private,1.0,0,0,0,0,0,medium
2017-05-05,220.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98097,23.73623,Entire home/apt,4,2.0,29,63.86,1,1125,361,24,0.67,True,private,1.0,0,0,0,0,0,medium
2017-07-24,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9851,23.73099,Entire home/apt,4,2.0,37,40.17,1,400,276,355,7.03,True,private,1.0,0,0,0,0,0,high
2017-07-28,1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96341,23.72149,Entire home/apt,4,1.0,14,72.10000000000001,2,1125,360,145,2.91,True,private,1.0,0,0,0,0,0,low
2013-12-12,14.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97847,23.7259,Entire home/apt,7,3.0,35,177.16,3,1125,2,26,0.72,True,private,2.0,0,0,0,0,0,high
2017-07-29,1.0,True,True,ΓΚΑΖΙ,37.9754,23.70849,Entire home/apt,4,3.0,29,51.5,2,1125,224,160,3.17,True,private,1.0,0,0,0,0,0,medium
2017-03-25,2.0,False,True,ΘΗΣΕΙΟ,37.97367,23.71673,Entire home/apt,4,1.0,31,41.2,3,20,234,84,1.69,False,private,1.0,0,0,0,0,0,medium
2017-01-28,14.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98498,23.73461,Entire home/apt,6,4.0,17,76.22,2,31,210,2,0.04,True,private,1.0,0,0,0,0,0,low
2016-11-06,2.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9847,23.73206,Entire home/apt,4,2.0,30,72.10000000000001,7,1125,263,13,0.33,False,private,1.0,0,0,0,0,0,medium
2016-05-23,1.0,False,False,ΠΕΔΙΟ ΑΡΕΩΣ,37.993590000000005,23.74389,Entire home/apt,4,2.0,30,35.02,2,180,56,1,0.04,True,private,1.0,0,0,0,0,0,medium
2015-08-05,1.0,True,True,ΠΑΤΗΣΙΑ,38.00949,23.73443,Entire home/apt,3,1.0,70,33.99,2,28,286,219,4.34,True,private,1.0,0,0,0,0,0,high
2014-07-07,4.0,True,True,ΘΗΣΕΙΟ,37.97602,23.71609,Entire home/apt,4,1.0,27,49.44,1,1125,305,172,3.41,True,private,1.0,0,0,0,0,0,medium
2017-08-02,1.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96333,23.72273,Entire home/apt,4,3.0,26,61.800000000000004,1,1125,48,113,2.21,True,private,1.0,0,0,0,0,0,low
2016-06-13,128.0,True,False,ΚΥΨΕΛΗ,38.00031,23.73801,Entire home/apt,6,3.0,25,82.4,2,1125,30,0,0.0,True,private,1.5,0,0,0,0,0,low
2016-07-16,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96538,23.72472,Entire home/apt,5,2.0,38,51.5,2,1125,253,133,2.85,True,private,1.0,0,0,0,0,0,high
2016-10-05,5.0,True,True,ΛΥΚΑΒΗΤΤΟΣ,37.97948,23.74412,Entire home/apt,2,0.0,32,144.20000000000002,4,500,1,9,1.75,False,private,1.0,0,0,0,0,0,medium
2017-01-21,73.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97189,23.73055,Entire home/apt,3,1.0,31,54.59,1,28,314,345,6.98,True,private,1.0,0,0,0,0,0,medium
2017-08-05,1.0,False,False,ΓΟΥΔΙ,37.98068,23.75606,Entire home/apt,2,1.0,20,46.35,2,15,168,39,0.84,False,private,1.0,0,0,0,0,0,low
2013-07-02,5.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9749,23.73002,Entire home/apt,5,4.0,24,180.25,2,180,360,84,2.26,False,private,2.0,0,0,0,0,0,low
2017-08-06,1.0,True,False,ΠΕΤΡΑΛΩΝΑ,37.97224,23.71298,Private room,2,1.0,14,25.75,1,40,178,2,0.05,False,private,1.0,0,0,0,0,0,low
2017-08-06,1.0,False,False,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96338,23.74079,Entire home/apt,5,3.0,36,51.5,2,1125,71,6,0.15,False,private,1.0,0,0,0,0,0,high
2014-07-28,1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98573,23.73836,Entire home/apt,4,1.0,23,28.84,2,1125,0,48,0.97,True,private,1.0,0,0,0,0,0,low
2017-08-06,1.0,False,False,ΕΛΛΗΝΟΡΩΣΩΝ,37.99715,23.77174,Entire home/apt,2,1.0,20,63.86,2,1125,338,6,0.14,True,private,1.0,0,0,0,0,0,low
2015-03-26,5.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,37.99313,23.76077,Entire home/apt,2,1.0,30,78.28,4,1125,254,75,1.5,True,private,1.0,0,0,0,0,0,medium
2014-10-07,72.0,True,False,ΚΥΨΕΛΗ,37.99979,23.73685,Entire home/apt,3,2.0,27,60.77,2,1125,155,220,4.51,True,private,1.0,0,0,0,0,0,medium
2016-05-04,1.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96285,23.72166,Entire home/apt,2,1.0,15,93.73,3,1125,192,85,1.73,True,private,1.0,0,0,0,0,0,low
2017-08-08,1.0,True,False,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00536,23.72888,Entire home/apt,3,3.0,36,24.72,1,1125,314,162,3.17,True,private,1.0,0,0,0,0,0,high
2016-11-19,15.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.964290000000005,23.7257,Entire home/apt,8,5.0,29,55.620000000000005,2,1125,232,173,4.02,True,private,2.0,0,0,0,0,0,medium
2017-08-09,2.0,False,False,ΓΟΥΔΙ,37.98038,23.759970000000003,Entire home/apt,3,2.0,11,97.85000000000001,1,25,89,0,0.0,True,private,1.0,0,0,0,0,0,low
2017-08-09,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.96676,23.72983,Entire home/apt,7,7.0,46,82.4,2,14,206,31,0.62,True,private,1.0,0,0,0,0,0,high
2016-02-28,2.0,True,True,ΠΕΤΡΑΛΩΝΑ,37.974990000000005,23.71166,Entire home/apt,3,1.0,18,30.900000000000002,1,1125,344,230,4.62,True,private,1.0,0,0,0,0,0,low
2016-01-29,2.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97957,23.72997,Entire home/apt,2,1.0,29,206.0,4,120,0,7,0.15,False,private,1.0,0,0,0,0,0,medium
2017-01-31,63.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9659,23.72728,Entire home/apt,4,1.0,22,106.09,1,1125,345,29,0.82,True,private,1.0,0,0,0,0,0,low
2015-10-20,66.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99001,23.73011,Entire home/apt,8,3.0,25,84.46000000000001,2,1125,263,24,0.99,False,private,2.0,0,0,0,0,0,low
2017-08-10,1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99647,23.7309,Entire home/apt,2,1.0,22,25.75,5,1125,0,14,0.52,False,private,1.0,0,0,0,0,0,low
2016-05-08,2.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98705,23.74247,Entire home/apt,2,2.0,25,32.96,7,1125,235,12,0.57,True,private,1.0,0,0,0,0,0,low
2015-11-16,1.0,False,False,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99558,23.71892,Entire home/apt,2,2.0,23,27.810000000000002,4,25,29,7,0.18,True,private,1.0,0,0,0,0,0,low
2014-08-16,53.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97421,23.73165,Entire home/apt,4,1.0,19,101.97,1,1125,350,150,3.1,True,private,1.0,0,0,0,0,0,low
2014-08-16,53.0,True,True,ΖΑΠΠΕΙΟ,37.96751,23.73136,Entire home/apt,4,1.0,20,83.43,1,1125,0,124,2.82,True,private,1.0,0,0,0,0,0,low
2013-12-12,14.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97498,23.73082,Entire home/apt,6,4.0,51,192.61,2,1125,331,60,1.74,True,private,3.0,0,0,0,0,0,high
2014-08-16,53.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96473,23.72442,Entire home/apt,4,1.0,38,77.25,1,1125,0,84,1.67,True,private,1.0,0,0,0,0,0,high
2017-04-08,2.0,False,False,ΣΤΑΔΙΟ,37.965,23.73462,Entire home/apt,6,4.0,28,51.5,1,1125,0,8,0.16,True,private,1.0,0,0,0,0,0,medium
2016-09-16,3.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98863,23.73497,Entire home/apt,5,3.0,30,45.32,1,1125,348,77,1.94,True,private,1.0,0,0,0,0,0,medium
2017-07-19,2.0,False,False,ΑΝΩ ΠΑΤΗΣΙΑ,38.01876,23.74117,Entire home/apt,3,2.0,27,51.5,7,1125,344,7,0.15,False,private,1.0,0,0,0,0,0,medium
2016-06-24,3.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98429,23.7339,Entire home/apt,3,3.0,26,25.75,1,1125,330,120,2.36,False,private,1.0,0,0,0,0,0,low
2017-07-18,1.0,False,False,ΓΟΥΒΑ,37.95927,23.74273,Entire home/apt,4,2.0,19,103.0,1,34,179,1,0.19,False,private,1.0,0,0,0,0,0,low
2017-08-13,2.0,True,False,ΣΤΑΔΙΟ,37.96686,23.744020000000003,Entire home/apt,3,2.0,25,41.2,1,6,19,122,2.47,True,private,1.0,0,0,0,0,0,low
2017-08-16,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96598,23.72678,Entire home/apt,3,2.0,27,37.08,1,100,343,284,5.79,True,private,1.0,0,0,0,0,0,medium
2012-04-07,55.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.963640000000005,23.72181,Entire home/apt,4,2.0,30,61.800000000000004,1,31,351,7,0.15,True,private,1.0,0,0,0,0,0,medium
2016-02-08,2.0,True,False,ΚΟΛΩΝΟΣ,37.98881,23.71743,Entire home/apt,2,1.0,25,20.6,10,1125,307,4,0.09,False,private,1.0,0,0,0,0,0,low
2012-04-07,55.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96244,23.7217,Entire home/apt,6,3.0,20,90.64,1,15,267,1,0.05,True,private,1.0,0,0,0,0,0,low
2016-08-12,2.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967220000000005,23.72666,Entire home/apt,6,3.0,30,49.44,1,100,347,266,5.24,True,private,1.0,0,0,0,0,0,medium
2017-06-20,1.0,True,True,ΠΕΤΡΑΛΩΝΑ,37.96776,23.70543,Entire home/apt,4,1.0,20,50.47,1,1124,358,202,4.24,True,private,1.0,0,0,0,0,0,low
2017-08-20,1.0,True,True,ΑΝΩ ΚΥΨΕΛΗ,38.00652,23.7516,Entire home/apt,2,1.0,36,25.75,1,180,117,59,1.2,False,private,1.0,0,0,0,0,0,high
2016-08-10,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973040000000005,23.73252,Entire home/apt,2,1.0,21,56.65,3,365,351,6,0.12,True,private,1.0,0,0,0,0,0,low
2015-08-10,10.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97558,23.73161,Entire home/apt,3,2.0,25,46.35,1,1125,296,156,3.18,False,private,1.0,0,0,0,0,0,low
2014-11-30,6.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97796,23.7271,Entire home/apt,6,3.0,60,59.74,1,500,354,80,1.73,True,private,1.0,0,0,0,0,0,high
2017-07-27,1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98304,23.73187,Entire home/apt,4,3.0,23,103.0,1,1125,180,2,0.05,True,private,1.0,0,0,0,0,0,low
2017-08-22,1.0,True,False,ΚΟΛΩΝΑΚΙ,37.9797,23.74518,Entire home/apt,2,1.0,23,36.050000000000004,3,1125,297,63,1.26,False,private,1.0,0,0,0,0,0,low
2014-10-22,1.0,True,False,ΘΗΣΕΙΟ,37.97579,23.71697,Entire home/apt,4,3.0,19,82.4,5,1125,358,0,0.0,True,private,1.0,0,0,0,0,0,low
2017-08-19,1.0,False,False,ΓΟΥΔΙ,37.98345,23.76539,Private room,2,1.0,15,40.17,2,30,0,0,0.0,False,private,1.0,0,0,0,0,0,low
2017-01-26,33.0,True,True,ΚΟΛΩΝΑΚΙ,37.97926,23.74778,Entire home/apt,2,2.0,34,26.78,2,350,312,31,0.69,True,private,1.0,0,0,0,0,0,high
2017-08-24,1.0,False,False,ΝΙΡΒΑΝΑ,38.01341,23.72387,Entire home/apt,4,3.0,26,41.2,4,30,0,1,0.03,False,private,1.0,0,0,0,0,0,low
2017-03-29,2.0,False,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97867,23.7229,Entire home/apt,5,3.0,33,133.9,1,1125,272,0,0.0,True,private,1.0,0,0,0,0,0,medium
2017-06-17,5.0,True,False,ΝΕΑ ΚΥΨΕΛΗ,38.00039,23.74456,Entire home/apt,4,2.0,36,46.35,3,1125,359,25,0.63,True,private,1.0,0,0,0,0,0,high
2016-01-12,3.0,True,True,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96167,23.73651,Entire home/apt,4,2.0,28,48.410000000000004,3,1125,163,71,1.58,True,private,1.0,0,0,0,0,0,medium
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.97696,23.70907,Entire home/apt,4,2.0,14,60.77,1,1125,365,1,0.02,True,private,1.0,0,0,0,0,0,low
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.977,23.70912,Entire home/apt,4,2.0,14,61.800000000000004,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2014-09-16,19.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98861,23.76558,Entire home/apt,6,5.0,32,63.86,1,360,77,41,0.92,True,private,1.0,0,0,0,0,0,medium
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.97645,23.70934,Entire home/apt,4,2.0,14,61.800000000000004,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2011-09-16,42.0,True,True,ΠΑΓΚΡΑΤΙ,37.971540000000005,23.74733,Entire home/apt,4,2.0,36,40.17,2,1125,0,0,0.0,True,private,1.0,0,0,0,0,0,high
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.97662,23.71114,Entire home/apt,4,2.0,13,61.800000000000004,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.97675,23.70936,Entire home/apt,4,2.0,13,60.77,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.97813,23.71096,Entire home/apt,4,2.0,13,61.800000000000004,1,1125,365,2,0.05,True,private,1.0,0,0,0,0,0,low
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.97645,23.71099,Entire home/apt,4,2.0,13,61.800000000000004,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2017-08-28,8.0,False,False,ΓΚΑΖΙ,37.97845,23.71075,Entire home/apt,4,1.0,14,61.800000000000004,1,1125,365,0,0.0,True,private,1.0,0,0,0,0,0,low
2012-01-18,272.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,37.98109,23.71636,Entire home/apt,4,2.0,27,65.92,1,1125,352,129,2.6,True,private,1.0,0,0,0,0,0,medium
2011-09-16,42.0,True,True,ΠΑΓΚΡΑΤΙ,37.96724,23.74678,Entire home/apt,6,3.0,33,50.47,2,1125,0,24,0.48,True,private,1.0,0,0,0,0,0,medium
2017-08-28,1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98731,23.74388,Entire home/apt,3,1.0,31,36.050000000000004,3,1125,344,133,3.01,True,private,1.0,0,0,0,0,0,medium
2014-09-16,19.0,True,False,ΚΟΛΩΝΑΚΙ,37.97849,23.73875,Entire home/apt,7,5.0,34,118.45,1,360,93,20,0.5,True,private,1.5,0,0,0,0,0,high
2017-09-01,1.0,False,False,ΚΟΛΩΝΑΚΙ,37.97682,23.74333,Entire home/apt,4,2.0,33,154.5,2,100,289,10,0.22,True,private,1.5,0,0,0,0,0,medium
2017-01-21,73.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98838,23.7278,Entire home/apt,5,2.0,31,56.65,1,28,207,116,2.35,True,private,1.0,0,0,0,0,0,medium
2017-09-04,1.0,False,False,ΕΛΛΗΝΟΡΩΣΩΝ,37.99468,23.77418,Entire home/apt,3,2.0,39,33.99,2,45,140,147,2.93,True,private,1.0,0,0,0,0,0,high
2017-09-04,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96355,23.72074,Entire home/apt,6,4.0,37,51.5,2,1125,117,6,2.61,True,private,1.0,0,0,0,0,0,high
2017-09-05,1.0,False,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97448,23.73016,Entire home/apt,3,1.0,11,49.44,2,1125,349,169,3.38,True,private,1.0,0,0,0,0,0,low
2016-09-28,2.0,False,False,ΝΙΡΒΑΝΑ,38.0091,23.7248,Entire home/apt,6,2.0,17,26.78,30,1125,298,43,0.89,True,private,1.0,0,0,0,0,0,low
2017-03-09,1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98416,23.73924,Entire home/apt,2,1.0,16,51.5,7,30,181,35,0.7,False,private,1.0,0,0,0,0,0,low
2016-02-29,2.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98754,23.74201,Entire home/apt,4,1.0,18,103.0,1,40,0,1,0.02,False,private,1.0,0,0,0,0,0,low
2015-03-24,218.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99947,23.72202,Entire home/apt,6,3.0,24,42.230000000000004,1,309,334,153,3.11,True,private,1.0,0,0,0,0,0,low
2014-05-21,17.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97822,23.72502,Entire home/apt,4,3.0,35,110.21000000000001,1,1124,340,207,4.14,True,private,1.5,0,0,0,0,0,high
2017-09-07,1.0,False,False,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.988040000000005,23.72025,Entire home/apt,6,6.0,22,77.25,3,1125,0,4,0.08,True,private,2.0,0,0,0,0,0,low
2016-08-12,5.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98789,23.72865,Entire home/apt,4,2.0,26,51.5,1,1125,360,69,1.65,True,private,1.0,0,0,0,0,0,low
2017-01-01,1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98465,23.73622,Entire home/apt,3,2.0,15,41.2,1,30,333,214,4.43,False,private,1.0,0,0,0,0,0,low
2015-07-20,11.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98369,23.72492,Entire home/apt,6,3.0,30,28.84,2,1125,294,192,3.95,True,private,1.0,0,0,0,0,0,medium
2017-08-02,1.0,True,True,ΣΕΠΟΛΙΑ,38.00406,23.72035,Entire home/apt,2,2.0,44,41.2,90,365,0,35,0.87,False,private,1.0,0,0,0,0,0,high
2015-09-23,2.0,True,False,ΑΚΡΟΠΟΛΗ,37.97325,23.71923,Entire home/apt,4,3.0,28,149.35,2,1125,0,18,0.43,False,private,2.0,0,0,0,0,0,medium
2017-09-10,1.0,True,True,ΑΚΡΟΠΟΛΗ,37.96937,23.7236,Entire home/apt,5,2.0,52,189.52,2,14,125,47,1.49,False,private,2.0,0,0,0,0,0,high
2016-03-13,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97321,23.72869,Entire home/apt,2,2.0,28,49.44,2,1125,242,138,3.12,False,private,1.0,0,0,0,0,0,medium
2016-03-02,2.0,True,True,ΒΟΤΑΝΙΚΟΣ,37.98209,23.71101,Entire home/apt,4,2.0,27,87.55,2,1125,336,135,2.92,True,private,1.0,0,0,0,0,0,medium
2015-08-14,2.0,True,True,ΠΑΤΗΣΙΑ,38.0133,23.73505,Entire home/apt,4,3.0,31,30.900000000000002,2,90,348,25,0.57,True,private,1.0,0,0,0,0,0,medium
2017-09-13,1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99886,23.72704,Entire home/apt,3,2.0,26,30.900000000000002,4,1125,270,5,0.12,False,private,1.0,0,0,0,0,0,low
2016-05-07,1.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9758,23.72396,Entire home/apt,4,2.0,20,61.800000000000004,1,1125,180,5,0.12,False,private,1.0,0,0,0,0,0,low
2017-09-14,1.0,False,False,ΑΚΡΟΠΟΛΗ,37.9623,23.7191,Entire home/apt,2,1.0,33,67.98,2,70,364,7,0.14,False,private,1.0,0,0,0,0,0,medium
