host_since,host_listings_count,host_identity_verified,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,beds,amenities,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,instant_bookable,bathroom_type,bathroom,smoke_alarm,oven,patio_balcony,fire_extinguisher,shower_gel,amenities_category
2012-11-29,2.0,False,False,ΚΟΛΩΝΑΚΙ,37.97947,23.75115,Entire home/apt,3,2.0,34,123.60000000000001,1,30,359,3,0.07,True,private,1.0,0,0,0,0,0,high
2012-11-29,3.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98518,23.75333,Entire home/apt,4,3.0,9,36.050000000000004,3,1125,6,30,0.33,False,private,1.0,0,0,0,0,0,low
2013-01-03,1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98785,23.73236,Entire home/apt,3,2.0,20,56.65,4,200,363,30,0.44,False,private,1.0,0,0,0,0,0,low
2013-01-01,2.0,True,False,ΙΛΙΣΙΑ,37.97868,23.75424,Entire home/apt,6,2.0,35,61.800000000000004,2,1125,315,23,0.29,True,private,1.0,0,0,0,0,0,high
2013-01-14,1.0,True,False,ΚΥΨΕΛΗ,37.99745,23.73973,Entire home/apt,2,1.0,22,46.35,3,1125,363,19,0.22,False,private,1.0,0,0,0,0,0,low
2013-01-16,2.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98248,23.72045,Private room,2,1.0,6,41.2,2,90,178,46,0.45,False,shared,1.0,0,0,0,0,0,low
2013-01-20,37.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98844,23.73845,Entire home/apt,2,1.0,41,41.2,2,365,292,341,3.84,False,private,1.0,0,0,0,0,0,high
2013-01-20,37.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98841,23.73713,Entire home/apt,3,0.0,36,41.2,2,365,341,362,3.68,False,private,1.0,0,0,0,0,0,high
2018-10-22,2.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97393,23.73219,Entire home/apt,5,3.0,61,133.9,2,60,0,282,2.75,True,private,1.5,0,0,0,0,0,high
2013-01-29,3.0,True,False,ΑΝΩ ΚΥΨΕΛΗ,38.00319,23.74494,Entire home/apt,3,0.0,24,18.54,30,300,132,114,1.11,False,private,1.0,0,0,0,0,0,low
2013-01-29,1.0,False,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99374,23.73083,Entire home/apt,5,4.0,36,51.5,7,30,362,56,1.15,False,private,1.5,0,0,0,0,0,high
2013-02-02,3.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97805,23.72581,Entire home/apt,2,1.0,16,41.2,3,60,252,389,3.81,True,private,1.0,0,0,0,0,0,low
2013-02-02,3.0,True,True,ΑΚΡΟΠΟΛΗ,37.97109,23.72954,Entire home/apt,2,1.0,8,32.96,2,60,0,363,3.91,True,private,1.0,0,0,0,0,0,low
2011-11-17,67.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,12,3.0,47,181.28,2,1125,318,23,0.38,False,private,3.5,0,0,0,0,0,high
2013-02-18,1.0,True,True,ΚΟΛΩΝΑΚΙ,37.97911,23.74553,Entire home/apt,5,2.0,42,61.800000000000004,4,1125,141,35,0.4,False,private,1.0,0,0,0,0,0,high
2013-02-11,22.0,True,True,ΚΟΛΩΝΑΚΙ,37.97686,23.74639,Entire home/apt,6,4.0,31,141.11,2,1125,249,181,1.79,True,private,1.5,0,0,0,0,0,medium
2013-02-23,1.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,37.98058,23.723370000000003,Entire home/apt,4,2.0,14,92.7,7,30,25,11,0.12,False,private,1.5,0,0,0,0,0,low
2011-03-24,2.0,True,False,ΓΟΥΔΙ,37.9822,23.75651,Entire home/apt,4,4.0,10,75.19,2,600,365,12,0.14,False,private,2.0,0,0,0,0,0,low
2012-08-23,7.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98857,23.7464,Entire home/apt,3,3.0,18,35.02,3,1125,189,5,0.08,False,private,1.0,0,0,0,0,0,low
2013-03-19,1.0,True,False,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98599,23.71586,Entire home/apt,4,3.0,35,154.5,2,1125,0,32,0.32,False,private,1.0,0,0,0,0,0,high
2011-11-17,67.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,37.9802,23.72357,Entire home/apt,16,4.0,47,249.26000000000002,2,1125,317,24,0.28,False,private,4.5,0,0,0,0,0,high
2012-12-11,2.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96347,23.73145,Entire home/apt,3,2.0,32,51.5,3,95,147,33,0.33,False,private,1.0,0,0,0,0,0,medium
2011-05-29,9.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99463,23.72933,Entire home/apt,8,9.0,25,51.5,2,365,54,21,0.24,True,private,1.5,0,0,0,0,0,low
2013-04-20,1.0,True,True,ΑΚΡΟΠΟΛΗ,37.96703,23.72434,Entire home/apt,4,2.0,34,66.95,1,1125,92,344,3.44,True,private,1.0,0,0,0,0,0,high
2013-04-28,1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97723,23.72841,Entire home/apt,4,3.0,24,72.10000000000001,2,1125,358,64,0.64,False,private,1.5,0,0,0,0,0,low
2013-04-30,1.0,False,False,ΘΗΣΕΙΟ,37.97713,23.72158,Entire home/apt,4,3.0,22,56.65,2,365,225,202,2.36,True,private,1.0,0,0,0,0,0,low
2013-05-10,1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96387,23.72075,Entire home/apt,3,1.0,13,61.800000000000004,2,20,364,108,1.09,False,private,1.0,0,0,0,0,0,low
2013-05-17,2.0,True,False,ΖΑΠΠΕΙΟ,37.96795,23.73612,Entire home/apt,3,1.0,29,36.050000000000004,1,15,328,745,7.34,True,private,1.0,0,0,0,0,0,medium
2011-05-16,3.0,True,True,ΑΚΡΟΠΟΛΗ,37.96845,23.72873,Entire home/apt,2,1.0,36,65.92,2,1125,226,283,2.82,True,private,1.0,0,0,0,0,0,high
2013-05-28,2.0,True,False,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96466,23.73739,Entire home/apt,2,1.0,9,30.900000000000002,3,1125,240,8,0.08,False,private,1.0,0,0,0,0,0,low
2013-05-29,2.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.99527,23.76651,Entire home/apt,3,2.0,51,41.2,2,180,360,172,1.78,False,private,1.0,0,0,0,0,0,high
2014-03-14,8.0,True,True,ΑΚΡΟΠΟΛΗ,37.97065,23.72931,Entire home/apt,6,4.0,36,246.17000000000002,2,30,333,234,2.46,True,private,2.5,0,0,0,0,0,high
2013-01-01,10.0,True,False,ΑΚΡΟΠΟΛΗ,37.97039,23.7288,Entire home/apt,6,3.0,15,149.35,3,30,344,199,2.19,False,private,2.0,0,0,0,0,0,low
2013-05-30,4.0,False,False,ΛΥΚΑΒΗΤΤΟΣ,37.97972,23.74073,Entire home/apt,2,1.0,16,27.810000000000002,3,1125,0,10,0.14,False,private,1.0,0,0,0,0,0,low
2013-05-31,1.0,True,False,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9917,23.70878,Entire home/apt,4,3.0,52,148.32,3,1000,0,58,0.63,False,private,1.0,0,0,0,0,0,high
2013-02-25,19.0,True,True,ΚΥΨΕΛΗ,37.99834,23.73764,Private room,2,2.0,35,30.900000000000002,3,1125,324,151,1.53,False,shared,1.5,0,0,0,0,0,high
2013-06-07,1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98394,23.73451,Entire home/apt,5,4.0,17,61.800000000000004,1,30,361,63,0.63,False,private,1.0,0,0,0,0,0,low
2012-09-20,14.0,True,True,ΚΕΡΑΜΕΙΚΟΣ,37.98103,23.71538,Entire home/apt,3,1.0,34,53.56,1,1125,308,211,2.64,False,private,1.0,0,0,0,0,0,high
2012-06-23,2.0,True,True,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96525,23.73991,Entire home/apt,2,1.0,26,25.75,3,1125,266,163,1.65,False,private,1.0,0,0,0,0,0,low
2013-06-16,1.0,True,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99333,23.72931,Entire home/apt,5,4.0,13,54.59,2,1125,364,13,0.2,False,private,1.5,0,0,0,0,0,low
2011-02-01,1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.98828,23.75706,Entire home/apt,2,1.0,10,49.44,5,1125,9,8,0.14,False,private,1.0,0,0,0,0,0,low
2013-06-19,1.0,True,False,ΙΛΙΣΙΑ,37.97277,23.75443,Entire home/apt,4,2.0,11,71.07000000000001,444,1125,365,12,0.12,False,private,1.0,0,0,0,0,0,low
2013-07-07,2.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.99436,23.76666,Entire home/apt,6,3.0,40,51.5,1,30,147,272,3.04,False,private,1.5,0,0,0,0,0,high
2013-05-11,1.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97587,23.73311,Entire home/apt,4,3.0,24,82.4,2,1125,208,45,0.66,False,private,1.0,0,0,0,0,0,low
2012-10-04,1.0,True,True,ΝΙΡΒΑΝΑ,38.01501,23.72582,Entire home/apt,6,2.0,34,32.96,2,30,279,386,4.33,True,private,1.0,0,0,0,0,0,high
2013-07-23,2.0,False,True,ΚΕΡΑΜΕΙΚΟΣ,37.98165,23.71818,Entire home/apt,6,4.0,48,51.5,1,1125,133,80,0.87,False,private,1.5,0,0,0,0,0,high
2011-06-01,3.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97054,23.73163,Entire home/apt,3,2.0,29,50.47,1,1125,126,326,3.9,True,private,1.0,0,0,0,0,0,medium
2011-05-04,12.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98404,23.72876,Entire home/apt,6,2.0,51,115.36,2,365,365,88,0.94,True,private,1.5,0,0,0,0,0,high
2013-06-19,2.0,False,False,ΑΚΡΟΠΟΛΗ,37.96694,23.7211,Entire home/apt,4,3.0,7,103.0,3,30,364,3,0.03,False,private,2.0,0,0,0,0,0,low
2013-06-19,2.0,False,False,ΑΚΡΟΠΟΛΗ,37.96685,23.72056,Private room,2,1.0,10,41.2,2,1125,364,15,0.17,False,private,1.0,0,0,0,0,0,low
2013-02-25,19.0,True,True,ΚΥΨΕΛΗ,38.00026,23.73823,Private room,2,1.0,37,30.900000000000002,3,1125,230,83,1.04,False,shared,1.5,0,0,0,0,0,high
2013-08-05,2.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9626,23.72075,Entire home/apt,4,2.0,55,61.800000000000004,3,1125,229,560,5.61,True,private,1.0,0,0,0,0,0,high
2013-08-07,1.0,True,False,ΛΥΚΑΒΗΤΤΟΣ,37.97865,23.74152,Entire home/apt,6,3.0,37,143.17000000000002,2,28,330,135,1.37,False,private,2.0,0,0,0,0,0,high
2013-08-12,1.0,False,False,ΠΕΤΡΑΛΩΝΑ,37.96393,23.71092,Entire home/apt,5,1.0,14,45.32,1,1125,0,0,0.0,False,private,0.0,0,0,0,0,0,low
2013-08-14,1.0,True,True,ΚΟΛΩΝΟΣ,37.99882,23.7185,Entire home/apt,2,1.0,15,46.35,2,1000,337,401,5.25,True,private,1.0,0,0,0,0,0,low
2013-08-23,2.0,True,True,ΚΟΛΩΝΑΚΙ,37.97708,23.74285,Entire home/apt,2,2.0,20,87.55,6,365,227,66,0.77,False,private,1.5,0,0,0,0,0,low
2010-01-15,1.0,False,False,ΚΟΛΩΝΑΚΙ,37.97702,23.74253,Entire home/apt,2,1.0,38,46.35,5,1125,297,16,0.2,False,private,1.0,0,0,0,0,0,high
2012-09-21,5.0,True,True,ΠΕΤΡΑΛΩΝΑ,37.96959,23.71053,Entire home/apt,2,2.0,27,76.22,30,1125,341,10,0.16,False,private,1.0,0,0,0,0,0,medium
2013-09-08,4.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98728,23.74703,Entire home/apt,2,1.0,33,47.38,3,90,336,3,0.05,False,private,1.0,0,0,0,0,0,medium
2012-02-20,2.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98343,23.73923,Entire home/apt,2,1.0,23,74.16,3,365,176,29,10.12,True,private,1.0,0,0,0,0,0,low
2013-09-12,1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.95928,23.73691,Entire home/apt,4,1.0,13,38.11,5,25,365,0,0.0,False,private,1.0,0,0,0,0,0,low
2013-09-15,2.0,True,True,ΒΟΤΑΝΙΚΟΣ,37.97836,23.70879,Entire home/apt,6,3.0,27,80.34,2,30,84,34,1.33,True,private,2.0,0,0,0,0,0,medium
2012-10-20,3.0,True,False,ΘΗΣΕΙΟ,37.97382,23.71413,Entire home/apt,3,0.0,11,49.44,5,1125,338,14,0.18,False,private,1.0,0,0,0,0,0,low
2013-09-23,2.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98894,23.73873,Entire home/apt,2,1.0,24,19.57,5,100,103,67,0.75,False,private,1.5,0,0,0,0,0,low
2012-12-30,2.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98768,23.72126,Entire home/apt,2,3.0,32,36.050000000000004,3,1125,340,243,2.72,True,private,1.0,0,0,0,0,0,medium
2012-09-20,2.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.95958,23.72467,Entire home/apt,4,2.0,38,23.69,3,60,319,134,1.46,True,private,1.0,0,0,0,0,0,high
2013-09-23,2.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98742,23.73689,Entire home/apt,2,1.0,29,54.59,3,36,198,216,2.77,True,private,1.0,0,0,0,0,0,medium
2012-09-25,1.0,True,False,ΚΟΛΩΝΑΚΙ,37.97842,23.74032,Entire home/apt,4,4.0,13,123.60000000000001,3,1125,358,0,0.0,False,private,1.5,0,0,0,0,0,low
2013-10-21,2.0,True,True,ΓΚΥΖΗ,37.99433,23.74989,Private room,2,1.0,18,22.66,1,10,244,243,3.09,True,shared,1.0,0,0,0,0,0,low
2013-10-26,2.0,True,False,ΠΑΓΚΡΑΤΙ,37.97235,23.74366,Entire home/apt,4,1.0,34,36.050000000000004,2,1125,339,345,3.76,True,private,1.0,0,0,0,0,0,high
2012-02-05,10.0,True,False,ΚΥΨΕΛΗ,37.998470000000005,23.73971,Entire home/apt,7,3.0,32,65.92,3,600,306,32,0.58,False,private,1.5,0,0,0,0,0,medium
2012-01-09,24.0,True,True,ΚΟΛΩΝΑΚΙ,37.97709,23.745,Entire home/apt,2,1.0,22,78.28,5,720,298,5,0.06,True,private,1.0,0,0,0,0,0,low
2013-11-13,4.0,False,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9683,23.72984,Entire home/apt,2,2.0,25,66.95,1,14,364,23,0.34,False,private,1.0,0,0,0,0,0,low
2013-11-18,1.0,False,True,ΝΕΑ ΚΥΨΕΛΗ,37.99764,23.74302,Entire home/apt,4,3.0,25,41.2,2,60,342,123,1.4,False,private,1.0,0,0,0,0,0,low
2011-06-27,106.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,37.98108,23.71336,Entire home/apt,7,4.0,32,151.41,2,730,283,84,1.18,True,private,2.0,0,0,0,0,0,medium
2012-01-09,24.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98729,23.74312,Entire home/apt,2,2.0,24,58.71,4,720,283,2,0.74,True,private,1.0,0,0,0,0,0,low
2013-12-09,1.0,False,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96226,23.71988,Entire home/apt,3,0.0,12,41.2,6,1125,282,4,0.07,False,private,1.0,0,0,0,0,0,low
2013-12-07,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98115,23.73551,Entire home/apt,4,2.0,43,70.04,2,1125,113,20,0.78,True,private,1.0,0,0,0,0,0,high
2013-12-12,14.0,True,True,ΚΟΛΩΝΑΚΙ,37.97763,23.739,Entire home/apt,6,3.0,48,177.16,3,1125,0,20,0.26,True,private,1.0,0,0,0,0,0,high
2018-09-20,2.0,False,False,ΑΚΡΟΠΟΛΗ,37.97111,23.73003,Entire home/apt,3,1.0,29,44.29,1,365,332,297,3.8,True,private,1.0,0,0,0,0,0,medium
2013-03-16,1.0,True,False,ΓΟΥΔΙ,37.98183,23.75983,Entire home/apt,4,2.0,23,72.10000000000001,7,365,230,24,0.3,False,private,2.0,0,0,0,0,0,low
2013-09-23,2.0,True,True,ΝΙΡΒΑΝΑ,38.01502,23.72602,Entire home/apt,4,2.0,27,51.5,1,9999999,25,133,1.7,True,private,1.0,0,0,0,0,0,medium
2014-01-15,2.0,True,False,ΣΤΑΔΙΟ,37.96538,23.74292,Entire home/apt,4,2.0,10,61.800000000000004,2,1125,9,21,0.28,False,private,2.0,0,0,0,0,0,low
2014-01-22,1.0,False,False,ΣΤΑΔΙΟ,37.96822,23.73865,Entire home/apt,6,3.0,12,154.5,5,1125,365,1,0.01,False,private,2.0,0,0,0,0,0,low
2012-09-09,1.0,True,False,ΓΚΥΖΗ,37.99214,23.74923,Entire home/apt,4,2.0,44,75.19,3,10,88,48,0.59,False,private,2.0,0,0,0,0,0,high
2014-01-30,1.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96427,23.72065,Entire home/apt,4,1.0,54,45.32,5,1125,220,540,5.87,True,private,1.0,0,0,0,0,0,high
2013-10-28,1.0,False,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98047,23.72421,Entire home/apt,3,1.0,53,72.10000000000001,2,30,24,93,1.44,False,private,1.0,0,0,0,0,0,high
2014-02-09,1.0,True,True,ΒΟΤΑΝΙΚΟΣ,37.97952,23.70288,Entire home/apt,6,6.0,32,112.27,2,1125,359,142,1.66,False,private,2.0,0,0,0,0,0,medium
2014-02-17,1.0,True,False,ΚΟΛΩΝΑΚΙ,37.97982,23.74541,Entire home/apt,2,1.0,21,28.84,2,365,331,57,0.66,False,private,1.5,0,0,0,0,0,low
2013-09-10,4.0,True,False,ΚΟΛΩΝΑΚΙ,37.979890000000005,23.73916,Entire home/apt,4,2.0,35,92.7,28,1125,358,52,0.67,False,private,1.5,0,0,0,0,0,high
2012-04-07,55.0,True,False,ΠΑΓΚΡΑΤΙ,37.96454,23.74705,Private room,2,1.0,28,46.35,1,32,206,344,3.88,True,shared,1.0,0,0,0,0,0,medium
2014-03-06,11.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,37.9577,23.72516,Entire home/apt,2,1.0,36,65.92,1,1125,356,384,4.59,False,private,1.0,0,0,0,0,0,high
2014-03-10,10.0,False,True,ΛΥΚΑΒΗΤΤΟΣ,37.98554,23.74768,Entire home/apt,6,2.0,33,48.410000000000004,3,1125,0,95,1.19,True,private,1.5,0,0,0,0,0,medium
2014-03-12,1.0,True,False,ΙΛΙΣΙΑ,37.97513,23.75287,Entire home/apt,8,8.0,26,154.5,2,1125,365,133,1.64,True,private,3.5,0,0,0,0,0,low
2014-03-17,3.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987840000000006,23.73431,Entire home/apt,5,3.0,60,33.99,1,1125,130,519,6.0,False,private,1.5,0,0,0,0,0,high
2014-03-21,1.0,True,True,ΚΟΛΩΝΑΚΙ,37.98281,23.75282,Entire home/apt,3,1.0,25,80.34,1,1125,1,328,3.8,True,private,1.0,0,0,0,0,0,low
2014-03-21,5.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99428,23.72803,Entire home/apt,6,3.0,32,41.2,28,1125,116,194,2.12,True,private,1.0,0,0,0,0,0,medium
2013-04-13,2.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96519,23.72328,Entire home/apt,4,4.0,48,72.10000000000001,2,1125,0,310,3.5,True,private,1.0,0,0,0,0,0,high
2014-03-24,2.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97727,23.72542,Entire home/apt,8,6.0,27,169.95000000000002,3,90,333,182,2.0,False,private,2.0,0,0,0,0,0,medium
2014-03-13,1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.9907,23.76005,Entire home/apt,3,1.0,31,41.2,4,90,297,33,0.66,True,private,1.0,0,0,0,0,0,medium
2009-09-08,6.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,37.98886,23.76467,Entire home/apt,4,1.0,33,47.38,1,1125,354,30,0.42,True,private,1.0,0,0,0,0,0,medium
2014-03-31,1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,37.96623,23.72905,Entire home/apt,4,3.0,28,62.83,3,180,363,63,0.93,False,private,1.0,0,0,0,0,0,medium
2014-03-29,4.0,True,True,ΠΑΓΚΡΑΤΙ,37.97088,23.74184,Entire home/apt,3,2.0,13,35.02,3,65,59,117,1.99,True,private,1.0,0,0,0,0,0,low
2014-04-06,2.0,True,True,ΠΑΓΚΡΑΤΙ,37.97186,23.74679,Private room,2,1.0,31,19.57,2,20,27,293,3.27,True,private,1.0,0,0,0,0,0,medium
2014-04-07,2.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97312,23.73227,Entire home/apt,5,2.0,34,62.83,2,1125,212,367,4.06,True,private,1.0,0,0,0,0,0,high
2014-04-06,2.0,True,True,ΠΑΓΚΡΑΤΙ,37.97159,23.74666,Private room,2,1.0,31,20.6,2,15,42,273,3.02,True,private,1.0,0,0,0,0,0,medium
2010-06-23,1.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.99309,23.76877,Entire home/apt,7,5.0,26,206.0,4,1125,365,75,0.86,False,private,1.0,0,0,0,0,0,low
2014-02-16,3.0,True,True,ΘΗΣΕΙΟ,37.97467,23.71731,Entire home/apt,4,2.0,46,35.02,3,180,179,103,1.99,True,private,1.0,0,0,0,0,0,high
2011-11-17,67.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97866,23.72512,Entire home/apt,4,3.0,30,67.98,3,1125,234,102,1.31,True,private,2.0,0,0,0,0,0,medium
2014-04-18,1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,37.99516,23.765320000000003,Entire home/apt,6,5.0,40,65.92,3,1125,319,52,0.69,False,private,1.5,0,0,0,0,0,high
2014-04-21,6.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97472,23.73228,Entire home/apt,2,1.0,20,78.28,2,30,356,264,2.9,True,private,1.0,0,0,0,0,0,low
2012-02-28,5.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97971,23.72792,Entire home/apt,7,3.0,32,103.0,1,1125,66,210,2.37,True,private,2.0,0,0,0,0,0,medium
2014-04-09,1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97158,23.73024,Entire home/apt,4,3.0,14,97.85000000000001,2,180,116,206,2.3,True,private,1.0,0,0,0,0,0,low
2013-04-03,1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98546,23.73769,Entire home/apt,2,1.0,15,60.77,2,1125,349,25,0.28,False,private,1.0,0,0,0,0,0,low
2014-04-14,5.0,True,False,ΚΟΛΩΝΟΣ,38.00135,23.71638,Entire home/apt,7,0.0,29,27.810000000000002,1,1125,298,404,4.51,True,private,1.0,0,0,0,0,0,medium
2014-01-03,1.0,True,True,ΓΟΥΒΑ,37.96057,23.73901,Entire home/apt,4,2.0,36,80.34,3,1125,364,185,2.15,False,private,1.0,0,0,0,0,0,high
2011-05-09,5.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97296,23.72936,Entire home/apt,2,1.0,30,72.10000000000001,2,30,284,166,1.83,False,private,1.0,0,0,0,0,0,medium
2013-10-29,4.0,True,False,ΠΑΓΚΡΑΤΙ,37.97078,23.74298,Entire home/apt,2,1.0,26,80.34,2,1125,361,119,1.45,False,private,1.0,0,0,0,0,0,low
2014-05-06,2.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97809,23.72315,Private room,2,1.0,22,36.050000000000004,1,20,239,190,2.15,False,shared,1.0,0,0,0,0,0,low
2014-05-07,1.0,True,False,ΠΑΓΚΡΑΤΙ,37.97004,23.74462,Entire home/apt,2,1.0,24,30.900000000000002,2,15,0,113,1.43,True,private,1.0,0,0,0,0,0,low
2014-05-13,1.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99041,23.74012,Entire home/apt,4,2.0,27,27.810000000000002,2,1125,320,21,0.55,False,private,1.5,0,0,0,0,0,medium
2012-05-04,15.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97811,23.72375,Entire home/apt,5,3.0,34,123.60000000000001,2,1125,343,1,1.0,True,private,1.0,0,0,0,0,0,high
2014-03-21,4.0,True,True,ΑΚΡΟΠΟΛΗ,37.96281,23.718120000000003,Entire home/apt,3,1.0,30,36.050000000000004,2,365,140,295,3.32,True,private,1.0,0,0,0,0,0,medium
2014-05-26,1.0,False,False,ΖΑΠΠΕΙΟ,37.96803,23.73615,Entire home/apt,2,1.0,9,61.800000000000004,45,365,365,0,0.0,False,private,1.0,0,0,0,0,0,low
2014-05-27,1.0,False,False,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00328,23.72694,Entire home/apt,4,4.0,7,49.44,1,1125,0,0,0.0,False,private,1.0,0,0,0,0,0,low
2012-05-04,15.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97748,23.72498,Entire home/apt,4,2.0,31,144.20000000000002,2,1125,332,3,0.04,True,private,2.0,0,0,0,0,0,medium
2012-05-04,15.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97755,23.72375,Entire home/apt,5,3.0,32,129.78,2,1125,336,10,0.11,True,private,1.0,0,0,0,0,0,medium
