host_listings_count,host_identity_verified,host_is_superhost,neighbourhood_cleansed,room_type,accommodates,beds,amenities,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,reviews_per_month,instant_bookable,bathroom_type,bathroom,smoke_alarm,oven,patio_balcony,fire_extinguisher,shower_gel
12.0,True,False,ΣΤΑΔΙΟ,Entire home/apt,3,1.0,low,61.800000000000004,2,1125,364,1,0.32,False,private,1.0,0,0,0,0,0
0.0,False,False,ΠΕΔΙΟ ΑΡΕΩΣ,Entire home/apt,2,1.0,low,41.2,1,1125,89,0,0.0,False,private,1.0,1,0,0,0,1
2.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,high,53.56,2,1125,343,80,2.92,True,private,1.0,1,0,0,1,1
22.0,True,False,ΠΑΤΗΣΙΑ,Entire home/apt,3,2.0,low,36.050000000000004,3,1125,59,2,0.14,True,private,1.0,0,0,0,0,0
3.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,12,7.0,high,135.96,2,60,318,49,1.68,True,private,2.0,1,0,0,1,1
12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,low,65.92,1,1125,334,35,1.14,True,private,1.0,1,0,1,1,0
7.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,5,1.0,medium,41.2,1,1125,57,86,2.9,True,private,1.0,0,1,1,1,0
0.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,2.0,high,49.44,2,200,338,76,2.83,True,private,1.0,0,0,0,0,1
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,8,5.0,medium,78.28,1,1125,352,90,2.98,False,private,2.0,1,0,1,0,1
12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,58.71,1,1125,323,57,1.83,True,private,1.0,1,0,0,1,0
12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,59.74,1,1125,338,63,2.03,True,private,1.0,1,0,0,1,0
12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,58.71,1,1125,348,59,1.91,True,private,1.0,1,0,0,1,0
12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,59.74,1,1125,341,99,3.2,True,private,1.0,1,0,0,1,0
12.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,low,70.04,1,1125,346,46,1.5,True,private,1.0,1,0,0,1,0
1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,3.0,low,61.800000000000004,2,1125,267,34,1.1,True,private,1.0,0,1,1,1,0
2.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,medium,47.38,2,30,343,31,1.06,True,private,1.0,0,1,1,1,0
0.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,2,1.0,low,36.050000000000004,1,1125,326,82,3.17,True,private,1.0,0,0,1,0,1
0.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,low,56.65,2,200,335,77,3.29,True,private,1.0,0,0,1,0,1
4.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,2,1.0,low,24.72,2,1125,265,3,0.1,False,private,1.0,0,0,0,0,0
0.0,True,True,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,2,1.0,low,36.050000000000004,2,100,350,38,1.83,True,private,1.0,0,0,0,0,1
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,medium,93.73,2,1125,166,65,2.17,True,private,2.0,1,1,0,1,0
4.0,True,True,ΘΗΣΕΙΟ,Entire home/apt,4,1.0,high,54.59,2,60,250,118,3.79,True,private,1.0,0,1,0,1,1
1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,high,26.78,1,1125,32,44,1.55,True,private,1.0,0,1,0,0,1
1.0,False,False,ΚΟΛΩΝΑΚΙ,Entire home/apt,4,3.0,low,172.01,2,1125,358,12,0.39,True,private,2.0,0,1,0,0,0
1.0,False,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,medium,46.35,3,10,49,60,2.1,True,private,1.0,0,1,1,0,1
66.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,10,3.0,low,76.22,2,1125,324,46,1.63,False,private,2.0,0,1,1,0,0
4.0,True,False,ΘΗΣΕΙΟ,Entire home/apt,4,1.0,low,123.60000000000001,1,1125,56,0,0.0,True,private,1.0,0,0,0,1,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,3,4.0,medium,50.47,1,1125,344,55,1.78,True,private,1.0,1,1,0,1,0
4.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,low,101.97,1,1125,61,1,0.04,True,private,1.0,0,0,0,1,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,2,1.0,medium,39.14,1,1125,340,43,1.52,True,private,1.0,1,1,0,1,0
4.0,True,False,ΘΗΣΕΙΟ,Entire home/apt,2,2.0,low,91.67,1,1125,61,0,0.0,True,private,1.0,0,0,0,1,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,4,2.0,medium,56.65,1,1125,333,47,1.57,True,private,1.0,1,1,0,1,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,3,2.0,medium,56.65,1,1125,314,46,10.87,True,private,1.0,1,1,0,1,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,low,45.32,1,1125,352,95,3.21,False,private,1.0,1,0,0,0,0
4.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,2.0,low,37.08,2,15,339,204,6.77,True,private,1.0,0,1,1,1,0
42.0,True,True,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,1.0,medium,47.38,2,1124,0,5,0.17,True,private,1.0,0,1,0,1,0
66.0,True,True,ΑΚΡΟΠΟΛΗ,Entire home/apt,6,3.0,low,67.98,2,1125,245,73,2.37,False,private,1.0,0,1,1,0,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,2,1.0,medium,56.65,1,1125,344,84,2.89,True,private,1.0,0,1,0,1,0
19.0,True,True,ΙΛΙΣΙΑ,Entire home/apt,6,5.0,high,118.45,1,60,338,5,0.25,True,private,2.0,0,1,1,1,1
78.0,True,True,ΑΚΡΟΠΟΛΗ,Entire home/apt,4,2.0,high,105.06,1,1125,315,180,6.42,True,private,1.0,1,0,1,1,1
1.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,3,2.0,medium,33.99,1,25,159,119,3.89,True,private,1.0,0,1,1,1,1
18.0,True,False,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,Entire home/apt,6,3.0,medium,59.74,2,1125,293,49,1.62,True,private,2.0,0,1,1,1,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,4,2.0,medium,56.65,1,1125,344,86,2.92,True,private,1.0,0,1,0,1,0
36.0,True,False,ΙΛΙΣΙΑ,Entire home/apt,5,2.0,high,66.95,2,1125,344,19,1.12,True,private,1.0,1,0,1,1,1
1.0,True,False,ΣΤΑΔΙΟ,Entire home/apt,3,1.0,low,25.75,1,1125,1,6,0.2,False,private,1.0,1,1,1,0,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,3,2.0,medium,56.65,1,1125,326,111,3.85,True,private,1.0,0,1,0,1,0
11.0,True,False,ΙΛΙΣΙΑ,Entire home/apt,2,1.0,low,33.99,1,1125,340,33,1.3,True,private,1.0,0,0,1,0,0
1.0,True,True,ΓΚΑΖΙ,Entire home/apt,3,1.0,low,37.08,2,1125,173,132,4.46,True,private,1.0,0,1,1,0,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,2,1.0,medium,56.65,1,1125,307,105,3.45,True,private,1.0,0,1,0,1,0
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Hotel room,4,2.0,medium,56.65,1,1125,333,63,2.84,True,private,1.0,0,1,0,1,0
4.0,True,False,ΣΤΑΔΙΟ,Entire home/apt,3,2.0,low,24.72,1,1125,164,199,6.44,True,private,1.0,0,0,0,1,1
1.0,False,False,ΛΥΚΑΒΗΤΤΟΣ,Entire home/apt,2,2.0,low,66.95,2,1125,354,31,1.01,True,private,1.0,0,1,0,0,0
5.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,2.0,low,58.71,1,1125,202,4,0.14,True,private,1.0,0,0,1,0,0
8.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,medium,50.47,1,28,322,16,0.58,True,private,1.0,1,0,1,1,1
19.0,True,True,ΛΥΚΑΒΗΤΤΟΣ,Entire home/apt,4,2.0,high,81.37,1,60,293,17,0.65,True,private,1.0,0,1,0,1,1
9.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,4,1.0,medium,66.95,1,365,356,3,0.1,True,private,1.0,0,0,0,1,0
5.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,48.410000000000004,1,1125,202,7,0.23,True,private,1.0,0,0,1,0,0
9.0,True,False,ΚΕΡΑΜΕΙΚΟΣ,Entire home/apt,5,1.0,medium,76.22,1,365,362,2,0.07,True,private,1.0,0,0,0,1,0
5.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,48.410000000000004,1,1125,202,3,0.1,True,private,1.0,0,0,1,0,0
1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,2,1.0,low,24.72,4,1125,113,5,0.17,False,private,1.0,0,1,1,0,0
4.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,low,105.06,1,1125,230,2,0.2,True,private,1.0,1,0,0,1,0
7.0,True,False,ΓΚΑΖΙ,Entire home/apt,3,2.0,high,31.93,2,1125,116,15,0.56,True,private,1.0,0,1,0,1,1
5.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,79.31,1,1125,84,18,0.7,True,private,1.0,0,0,1,0,0
1.0,True,False,ΘΗΣΕΙΟ,Entire home/apt,2,1.0,high,37.08,7,60,117,18,0.65,False,private,1.0,0,0,1,1,1
7.0,True,False,ΓΚΑΖΙ,Entire home/apt,4,3.0,high,33.99,2,1125,50,15,0.58,True,private,1.0,0,1,0,1,1
5.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,79.31,1,1125,83,14,0.49,True,private,1.0,0,0,1,0,0
11.0,False,True,ΠΑΓΚΡΑΤΙ,Entire home/apt,3,2.0,low,59.74,1,1125,0,0,0.0,True,private,1.0,1,1,1,1,0
13.0,True,False,ΛΥΚΑΒΗΤΤΟΣ,Entire home/apt,5,2.0,medium,43.26,2,1125,164,36,1.17,False,private,1.0,0,1,1,0,0
1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,low,40.17,4,200,148,75,2.72,False,private,1.0,0,0,0,0,0
1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,1.0,low,72.10000000000001,4,100,239,104,3.34,True,private,1.0,0,0,1,0,0
13.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,2.0,low,28.84,1,1125,47,23,0.79,True,private,2.0,1,1,0,1,0
2.0,False,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,low,82.4,3,30,177,1,0.03,False,private,2.0,0,0,0,0,0
4.0,True,False,ΚΥΨΕΛΗ,Entire home/apt,2,1.0,low,51.5,5,30,267,0,0.0,False,private,1.0,0,0,1,1,0
106.0,True,False,ΙΛΙΣΙΑ,Entire home/apt,5,4.0,low,61.800000000000004,2,730,360,5,0.17,True,private,1.0,0,1,1,0,0
1.0,False,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,low,35.02,4,20,23,9,0.3,True,private,1.0,0,0,0,1,0
33.0,True,True,ΓΟΥΔΙ,Entire home/apt,3,1.0,high,82.4,2,350,172,9,1.15,True,private,1.0,1,1,1,0,1
2.0,False,False,ΚΥΨΕΛΗ,Entire home/apt,6,4.0,low,92.7,2,30,0,0,0.0,False,private,1.5,0,0,0,1,0
1.0,True,True,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,Entire home/apt,3,2.0,medium,36.050000000000004,2,360,355,115,3.72,True,private,1.0,0,1,0,0,0
0.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,3.0,low,51.5,3,30,180,16,0.53,True,private,1.0,1,1,1,0,0
1.0,False,False,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,4,2.0,high,33.99,5,28,261,97,3.14,False,private,1.0,1,1,1,1,0
0.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,high,56.65,2,60,184,113,3.66,True,private,1.0,1,0,1,1,1
1.0,True,True,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,4,2.0,low,53.56,2,60,320,42,1.43,True,private,1.0,1,0,0,1,0
31.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,2.0,high,65.92,1,1125,334,6,0.27,True,private,2.0,0,1,1,1,1
70.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,3.0,high,64.89,3,1125,296,102,3.36,True,private,1.0,1,1,0,1,1
0.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,high,47.38,2,60,247,117,3.82,True,private,1.0,1,0,1,1,1
1.0,False,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,6,2.0,low,62.83,1,1125,337,56,1.81,True,private,2.0,0,0,1,0,0
1.0,True,False,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,1.0,high,32.96,1,1125,332,39,1.35,True,private,1.0,0,1,0,0,1
1.0,False,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,2.0,high,55.620000000000005,2,1125,113,2,0.55,False,private,1.0,0,0,0,0,1
1.0,True,False,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,12,7.0,low,103.0,5,1125,229,6,0.2,True,private,3.0,1,0,0,1,0
1.0,False,False,ΓΚΑΖΙ,Entire home/apt,5,3.0,medium,56.65,2,1125,314,13,0.44,False,private,2.0,0,1,1,1,0
57.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,4,2.0,low,48.410000000000004,1,1125,355,15,0.72,True,private,1.0,0,0,1,0,0
53.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,5,2.0,high,124.63000000000001,1,1125,325,60,2.25,True,private,2.0,1,1,1,1,1
1.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,2,1.0,medium,36.050000000000004,3,28,359,3,0.66,False,private,1.0,0,1,0,0,1
1.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,8,4.0,low,74.16,3,1125,356,18,0.63,True,private,2.0,0,1,1,0,0
0.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,2.0,high,49.44,2,31,322,126,4.08,True,private,1.0,1,0,0,1,1
0.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,2,1.0,low,50.47,1,1125,334,17,0.79,False,private,1.0,1,1,1,1,0
5.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,2.0,low,42.230000000000004,1,1125,319,143,4.9,True,private,1.0,0,0,0,0,0
1.0,True,False,ΛΥΚΑΒΗΤΤΟΣ,Entire home/apt,4,2.0,medium,164.8,3,1125,0,1,0.07,False,private,1.0,0,1,0,1,1
220.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,5,3.0,medium,69.01,1,1125,358,42,1.43,True,private,1.0,0,0,1,0,0
220.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,3.0,medium,60.77,1,1125,359,65,2.25,True,private,1.0,0,0,1,0,0
7.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,2,1.0,low,41.2,2,1125,0,80,2.65,True,private,1.0,1,0,0,1,0
1.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,2.0,high,51.5,4,1125,53,52,1.75,True,private,1.0,0,1,0,0,1
1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,2,1.0,medium,26.78,2,1125,243,117,3.87,False,private,1.0,0,0,0,1,1
1.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,medium,39.14,2,1125,202,102,3.34,True,private,1.0,0,1,1,0,1
0.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,medium,54.59,2,62,238,131,4.34,True,private,1.0,1,1,1,1,1
3.0,True,True,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,Entire home/apt,3,2.0,medium,29.87,2,1125,167,69,2.25,False,private,1.0,1,1,0,0,0
11.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,3.0,medium,72.10000000000001,3,40,168,33,1.08,True,private,2.0,0,1,0,1,0
3.0,True,True,ΓΟΥΔΙ,Entire home/apt,3,2.0,low,32.96,2,1125,77,69,2.25,False,private,1.0,1,0,0,0,0
1.0,False,False,ΙΛΙΣΙΑ,Entire home/apt,6,5.0,low,113.3,2,1125,178,1,0.03,False,private,1.5,0,1,1,0,0
1.0,False,True,ΑΚΡΟΠΟΛΗ,Entire home/apt,3,2.0,low,51.5,2,1125,105,75,2.51,False,private,1.0,0,0,0,1,0
6.0,False,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Private room,2,1.0,medium,20.6,2,1125,325,88,3.01,True,shared,1.0,0,1,1,0,0
1.0,True,False,ΖΑΠΠΕΙΟ,Private room,2,44.0,low,61.800000000000004,1,365,325,0,0.0,True,private,7.0,1,0,0,1,0
2.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,3,1.0,low,48.410000000000004,2,1125,0,116,4.12,False,private,1.0,0,1,1,1,0
218.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,medium,51.5,2,1125,52,62,2.09,True,private,1.0,1,1,1,1,0
7.0,True,True,ΚΟΛΩΝΟΣ,Entire home/apt,2,1.0,high,42.230000000000004,3,1125,0,10,0.34,False,private,1.0,1,0,0,1,1
6.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,high,59.74,2,1125,331,114,3.79,True,private,1.0,1,0,1,1,1
32.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,6,2.0,low,154.5,5,31,83,5,0.2,False,private,1.0,0,1,0,0,0
53.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,high,104.03,1,1000,350,16,0.56,True,private,1.0,1,1,1,1,1
11.0,True,True,ΓΟΥΔΙ,Entire home/apt,6,4.0,medium,61.800000000000004,1,1125,116,20,0.66,True,private,1.5,0,1,1,1,0
3.0,True,True,ΚΟΛΩΝΑΚΙ,Entire home/apt,3,1.0,low,77.25,2,1125,347,10,0.35,True,private,1.5,1,1,1,1,0
12.0,True,False,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,4,1.0,low,35.02,2,1125,316,80,2.93,True,private,1.0,0,0,1,0,0
2.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,10,10.0,low,153.47,1,90,365,0,0.0,False,private,1.0,0,0,0,0,0
2.0,False,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,4,10.0,low,153.47,1,90,0,0,0.0,False,private,1.0,1,0,0,1,0
4.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,8,4.0,medium,132.87,1,28,208,26,0.97,True,private,2.0,1,0,0,1,1
6.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,4,1.0,high,79.31,1,1125,355,31,1.1,True,private,1.0,1,0,0,1,1
11.0,True,True,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,3,1.0,low,42.230000000000004,1,1125,351,82,2.76,False,private,1.0,1,0,0,0,0
6.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,92.7,2,1125,0,0,0.0,True,private,1.0,0,0,0,1,0
2.0,False,True,ΕΛΛΗΝΟΡΩΣΩΝ,Entire home/apt,2,1.0,low,35.02,10,1125,307,8,0.29,False,private,1.0,0,1,1,0,0
6.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Private room,2,1.0,low,72.10000000000001,2,1125,0,3,0.1,True,private,1.0,0,0,0,1,0
6.0,True,False,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,Entire home/apt,2,1.0,low,92.7,1,1125,230,5,0.17,True,private,1.0,0,0,0,1,0
1.0,False,False,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,2.0,low,77.25,2,1125,18,7,0.23,True,private,1.0,0,0,0,0,0
6.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,medium,58.71,2,1125,328,59,2.86,True,private,1.0,1,0,1,1,1
3.0,True,True,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,2.0,medium,35.02,1,15,142,147,4.81,False,private,1.0,0,0,1,1,1
2.0,True,True,ΠΕΤΡΑΛΩΝΑ,Entire home/apt,4,1.0,low,45.32,2,150,15,79,2.67,True,private,1.0,1,0,0,1,0
19.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,1.0,medium,46.35,1,180,332,13,3.55,False,private,1.0,0,1,1,0,1
1.0,False,False,ΠΑΓΚΡΑΤΙ,Entire home/apt,4,3.0,low,36.050000000000004,1,15,171,27,0.91,False,private,1.0,0,0,0,0,0
1.0,True,True,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,Entire home/apt,6,4.0,high,22.66,1,1125,316,87,2.87,True,private,1.0,1,1,0,1,1
57.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,6,3.0,low,82.4,1,1125,358,22,0.78,True,private,2.0,0,1,1,0,1
3.0,False,False,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,Entire home/apt,2,1.0,low,35.02,2,1125,165,103,3.45,True,private,1.0,0,0,0,0,0
9.0,True,True,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,4,2.0,low,61.800000000000004,1,14,25,143,4.68,True,private,1.0,1,0,0,1,0
2.0,True,True,ΑΜΠΕΛΟΚΗΠΟΙ,Entire home/apt,4,1.0,medium,40.17,2,1125,144,31,1.02,True,private,1.0,1,0,1,0,0
1.0,True,False,ΝΕΟΣ ΚΟΣΜΟΣ,Entire home/apt,3,1.0,medium,36.050000000000004,2,30,79,41,1.4,False,private,1.0,1,1,1,1,0
1.0,True,False,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,Entire home/apt,3,1.0,low,53.56,1,1125,24,6,2.47,True,private,1.0,1,0,0,1,0
10.0,True,False,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,Entire home/apt,3,1.0,low,27.810000000000002,1,30,349,119,3.98,True,private,1.0,0,1,0,1,0
